What is the main function of the microtubules:	Cell adhesion	Protein synthesis	Intracellular transport	ATP synthesis	DNA replication	C	<div><strong>Correct: C. Intracellular transport</strong></div><div>Microtubules serve as tracks for motor proteins (kinesin, dynein) enabling <strong>vesicle and organelle transport</strong>.</div>	GENQUESTION CYTOLOGY Cytoskeleton
The active chromatin is:	Heterochromatin	Euchromatin	Barr body	Nucleolus	Constitutive chromatin	B	<div><strong>Correct: B. Euchromatin</strong></div><div>Euchromatin is lightly stained, transcriptionally <strong>active chromatin</strong>.</div>	GENQUESTION CYTOLOGY Nucleus
Which of the listed cells does NOT belong to the glial lineage?	Astrocyte	Oligodendrocyte	Ependymal cell	Microglia	Martinotti cell	E	<div><strong>Correct: E. Martinotti cell</strong></div><div>Martinotti cells are <strong>neurons</strong> of the cerebral cortex, not glial cells.</div>	GENQUESTION HISTOLOGY NervousTissue
The Ruffini´s corpuscles respond to:	Pain only	Temperature changes	Vibration and pressure	Light touch only	Stretch of skeletal muscle	C	<div><strong>Correct: C. Vibration and pressure</strong></div><div>Ruffini corpuscles are slowly adapting mechanoreceptors sensing <strong>sustained pressure and low-frequency vibration</strong>.</div>	GENQUESTION HISTOLOGY Sensory
Which of the following properties is characteristic of rhabdomyocytes?	Only contractility	Only excitability	Only conduction	Only regeneration	All listed (excitability, regeneration, contractility, conduction)	E	<div><strong>Correct: E</strong></div><div>Skeletal muscle fibers exhibit <strong>excitability, conductivity, contractility, and limited regeneration</strong>.</div>	GENQUESTION HISTOLOGY Muscle
Which functional types of neurons innervate the neuromuscular spindles?	Only motor neurons	Only sensory neurons	Sensory and motor	Autonomic neurons	Interneurons only	C	<div><strong>Correct: C. Sensory and motor</strong></div><div>Neuromuscular spindles are innervated by <strong>sensory afferents</strong> and <strong>motor (gamma) efferents</strong>.</div>	GENQUESTION HISTOLOGY NervousTissue
The length of the molecule of the hyaluronic acid is approximately:	0.5 µm	1 µm	2.5 µm	10 µm	25 µm	C	<div><strong>Correct: C. 2.5 µm</strong></div><div>Hyaluronic acid is a very long GAG molecule, reaching approximately <strong>2.5 micrometers</strong>.</div>	GENQUESTION HISTOLOGY ConnectiveTissue
What is the shape of the nucleus of the monocyte?	Round	Segmented	Oval	Kidney-shaped	Bilobed	D	<div><strong>Correct: D. Kidney-shaped</strong></div><div>Monocytes have a characteristic <strong>kidney-shaped or horseshoe-shaped nucleus</strong>.</div>	GENQUESTION HISTOLOGY Blood
Which of the listed cell contacts are found in the epithelial tissue?	Hemidesmosomes only	Tight junctions only	Gap junctions only	Desmosomes only	All answers are true	E	<div><strong>Correct: E. All answers are true</strong></div><div>Epithelia contain <strong>tight junctions, adherens junctions, desmosomes, gap junctions, and hemidesmosomes</strong>.</div>	GENQUESTION CYTOLOGY CellJunctions
Which of the following is a glia cell?	Purkinje cell	Pyramidal neuron	Ependymal cell	Martinotti cell	Motor neuron	C	<div><strong>Correct: C. Ependymal cell</strong></div><div>Ependymal cells are <strong>glial cells</strong> lining the ventricles and central canal of the spinal cord.</div>	GENQUESTION HISTOLOGY NervousTissue
