Which are the major types of cardiomyocytes?	Smooth and skeletal muscle cells	Myocardial contractile cells and myocardial conducting cells	Endocrine and exocrine cells	Pyramidal and fusiform cells	Satellite and myoblast cells	B	<div><strong>Correct: B</strong></div><div>The heart contains <strong>contractile cardiomyocytes</strong> and specialized <strong>conducting cells</strong>.</div>	GENQUESTION HISTOLOGY Muscle
Where is the Pacinian corpuscle located?	Epidermis	Superficial dermis	Deep dermis and hypodermis	Muscle fascia only	Joint capsule only	A	<div><strong>Correct: A. Epidermis</strong></div><div>Answer kept exactly as provided for MU-Varna key.</div>	GENQUESTION HISTOLOGY Sensory
Where does the T-cell differentiation occur?	Bone marrow	Spleen	Thymus	Lymph nodes	Tonsils	C	<div><strong>Correct: C. Thymus</strong></div><div>T lymphocytes mature and differentiate in the <strong>thymus</strong>.</div>	GENQUESTION HISTOLOGY ImmuneSystem
What type of cells develop into plasma cells?	T-cells	B-cells	NK cells	Monocytes	Neutrophils	B	<div><strong>Correct: B. B-cells</strong></div><div>Activated B lymphocytes differentiate into <strong>plasma cells</strong>.</div>	GENQUESTION HISTOLOGY ImmuneSystem
What is the typical shape of the nucleus of a Neutrophilic granulocyte?	Round	Kidney-shaped	Segmented (multilobed)	Oval	Bilobed	C	<div><strong>Correct: C. Segmented (multilobed)</strong></div><div>Neutrophils have a characteristic <strong>multilobed nucleus</strong> (2–5 lobes).</div>	GENQUESTION HISTOLOGY Blood
What is the percentage of lymphocytes out of all leukocytes in the peripheral blood?	5–10%	10–20%	20–40%	50–70%	70–90%	C	<div><strong>Correct: C. 20–40%</strong></div><div>Lymphocytes normally comprise about <strong>20–40%</strong> of peripheral blood leukocytes.</div>	GENQUESTION HISTOLOGY Blood
What are the names of the cells of the skeletal muscle tissue?	Skeletal muscle fibers, satellite cells, and myoblasts	Cardiomyocytes only	Smooth muscle cells only	Myocytes and fibroblasts only	Satellite cells only	A	<div><strong>Correct: A</strong></div><div>Skeletal muscle tissue includes <strong>muscle fibers</strong>, <strong>satellite cells</strong>, and <strong>myoblasts</strong>.</div>	GENQUESTION HISTOLOGY Muscle
What is the main function of T-tubules in the structure of the rhabdomyocyte?	Protein synthesis	Intracellular transport	Conduction of excitation into the fiber	ATP generation	Calcium storage	B	<div><strong>Correct: B. Intracellular transport</strong></div><div>Answer kept exactly as provided for MU-Varna key.</div>	GENQUESTION HISTOLOGY Muscle
What is the function of the macrophages?	Antibody synthesis	Oxygen transport	Immune sentinels involved in detection and phagocytosis	Clot formation	Hormone secretion	C	<div><strong>Correct: C</strong></div><div>Macrophages act as <strong>immune sentinels</strong>, performing phagocytosis and antigen presentation.</div>	GENQUESTION HISTOLOGY ImmuneSystem
What is the function of lymphocytes?	Phagocytosis only	Type of white blood cell fundamental for immune response	Oxygen transport	Platelet production	Structural support	B	<div><strong>Correct: B</strong></div><div>Lymphocytes are central to <strong>adaptive immunity</strong> (humoral and cell-mediated).</div>	GENQUESTION HISTOLOGY ImmuneSystem
